Profile Name,Title,Date,Model name,Model Colour,Verified,Review Text,Votes,Helpful,Review Total,Number of comments
Utkarsh D,Beautiful Beast,6 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"I waited for a long time for the Oneplus 6T model launch. I purchased it with lots of expectations and I am happy that it met my most of the expectations. I purchased Oneplus 6T 128gb and 6gb RAM version mirror black phone.
Pros :-
1) Super fast processor- can play large games without any glitch.
2) Camera is super amazing. However in the night mode, the pictures are sometimes hazy. Overall it is good.
3) The phone is damn beautiful. The back of the phone is simply outstanding. Notch also looks cute.
4) Fingerprint sensor is working fine.
5) Sound quality is good. The speakers are loud and bass is also good. However, the company should have launched it with dual speakers. It would have been phenomenal.
6) The company has increased the battery size. It gives a backup of atleast 1.5 days with normal usage.
Cons:-
1) NO HEADPHONE JACK. The company was making fun of Apple for removing the headphone jack, but they did the same. I just have a doubt that how will I charge my phone and watch a movie via earphones at the same time. I have to buy an external adapter which will put a dent on my pocket again.
2) If I am holding my phone and have put my thumb impression as my Fingerprint phone unlock option. Then sometimes it is difficult to unlock the phone. Coz while holding the phone I have to put my thumb straight which is quite difficult.
3) The night mode of the camera needs improvement.
4) No dual speaker.
Conclusion:
It is a nice phone with brilliant specifications. It easily beats some of the high end phones of Apple , Samsung and LG and others. So you may go for it.; I waited for a long time for the Oneplus 6T model launch. I purchased it with lots of expectations and I am happy that it met my most of the expectations. I purchased Oneplus 6T 128gb and 6gb RAM version mirror black phone.; Pros :-; 1) Super fast processor- can play large games without any glitch.; 2) Camera is super amazing. However in the night mode, the pictures are sometimes hazy. Overall it is good.; 3) The phone is damn beautiful. The back of the phone is simply outstanding. Notch also looks cute.; 4) Fingerprint sensor is working fine.; 5) Sound quality is good. The speakers are loud and bass is also good. However, the company should have launched it with dual speakers. It would have been phenomenal.; 6) The company has increased the battery size. It gives a backup of atleast 1.5 days with normal usage.; Cons:-; 1) NO HEADPHONE JACK. The company was making fun of Apple for removing the headphone jack, but they did the same. I just have a doubt that how will I charge my phone and watch a movie via earphones at the same time. I have to buy an external adapter which will put a dent on my pocket again.; 2) If I am holding my phone and have put my thumb impression as my Fingerprint phone unlock option. Then sometimes it is difficult to unlock the phone. Coz while holding the phone I have to put my thumb straight which is quite difficult.; 3) The night mode of the camera needs improvement.; 4) No dual speaker.; Conclusion:; It is a nice phone with brilliant specifications. It easily beats some of the high end phones of Apple , Samsung and LG and others. So you may go for it.",2 people found this helpful,Helpful,2,2 Comments
Arvind Patel,Good but not best,4 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,"Good phone but not best.... but delivery was superfast, order in morning 9 am and delivery in evening 7pm; Good phone but not best.... but delivery was superfast, order in morning 9 am and delivery in evening 7pm",5 people found this helpful,Helpful,3,3 Comments
Amazon Customer,Software issues,6 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"1. Its adapter is heating as hell.
2. After repeatedly updating also it appears as if something is pending to update but still not updating and sticking to notification pannel(i shared the pic of the same).
3. Battery draining too quickly.
4. Camera quality is ok only.; 1. Its adapter is heating as hell.; 2. After repeatedly updating also it appears as if something is pending to update but still not updating and sticking to notification pannel(i shared the pic of the same).; 3. Battery draining too quickly.; 4. Camera quality is ok only.",7 people found this helpful,Helpful,3,3 Comments
Abhushek S Gaikwad,KADAK,6 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,Great phone. Fastest phone in the world. Also great features looks style display n overall performance; Great phone. Fastest phone in the world. Also great features looks style display n overall performance,2 people found this helpful,Helpful,2,2 Comments
Amazon Customer,Feeling Happy,8 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Very beutiful device i got with cheapest price...!!!; Very beutiful device i got with cheapest price...!!!,10 people found this helpful,Helpful,0,Comment
SOUMYA MONDAL,Superb,6 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Superb low light picture ...nd looks of D's mobile just awesome; Superb low light picture ...nd looks of D's mobile just awesome,,Helpful,2,2 Comments
nitish,Ultimate phone,6 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,No issues...; No issues...,3 people found this helpful,Helpful,2,2 Comments
Cyclique,6T,6 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"As always one plus at its best. Except the ever increasing price, all is good. It's now in LG g7 price territory.; As always one plus at its best. Except the ever increasing price, all is good. It's now in LG g7 price territory.",One person found this helpful,Helpful,2,2 Comments
venkatesh k,Phone great but unboxing products inisde are dull,9 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,"The oneplus 6t is very good but the unboxing for the late bookers a 3 translucent coloured case should have been provide , howere the head phones are not available but atleast 3 cases should have been provide very disappointed one plus for this
The phone is very fast an it's amazing👍; The oneplus 6t is very good but the unboxing for the late bookers a 3 translucent coloured case should have been provide , howere the head phones are not available but atleast 3 cases should have been provide very disappointed one plus for this; The phone is very fast an it's amazing👍",,Helpful,0,Comment
Subhash Chandran,Amazing beast from Oneplus,4 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,Super fast Super cool phone. In display fingerprint scanner is so futuristic. It’s time to embrace technology - time to use Bluetooth headphones & goodbye 3.5mm jack.; Super fast Super cool phone. In display fingerprint scanner is so futuristic. It’s time to embrace technology - time to use Bluetooth headphones & goodbye 3.5mm jack.,8 people found this helpful,Helpful,2,2 Comments
Surbhi Garg,Camera quality is very poor.,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Camera quality is not upto the mark. I visited one plus store and the store representative checked my phone and compared the camera quality with his demo phone. He noticed a significant difference between the two.
I request Amazon to replace my phone with a new one as it is evident that this phone has some problems.; Camera quality is not upto the mark. I visited one plus store and the store representative checked my phone and compared the camera quality with his demo phone. He noticed a significant difference between the two.; I request Amazon to replace my phone with a new one as it is evident that this phone has some problems.",27 people found this helpful,Helpful,2,2 Comments
Basuraj Gurubasu Hippargi,One plus 6t - Best Smartphone of all,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"-2nd day delivery
-Best smartphone for the price offered
-Battery life is awesome... two days with normal usage without any heavy downloads
-Charging speed is awesome... 0-90% in 1 hour
-Blazing speed for games (PUBG)
-Feel night camera option is not good
-Overall happy with the product; -2nd day delivery; -Best smartphone for the price offered; -Battery life is awesome... two days with normal usage without any heavy downloads; -Charging speed is awesome... 0-90% in 1 hour; -Blazing speed for games (PUBG); -Feel night camera option is not good; -Overall happy with the product",,Helpful,2,2 Comments
Bhushan Humbe,Superb..!,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Excellent product. Fast delivery service.; Excellent product. Fast delivery service.,6 people found this helpful,Helpful,2,2 Comments
Kush lochawala,Best smartphone,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Camera work comparatively compromising with iphones else best flagship phone yet; Camera work comparatively compromising with iphones else best flagship phone yet,5 people found this helpful,Helpful,2,2 Comments
Saumya Y. Raval,Beast OP6T,6 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Best phone for 38k , it's worth every penny .; Best phone for 38k , it's worth every penny .",2 people found this helpful,Helpful,2,2 Comments
Mathavan,Worst camera,11 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Worst camera quality gives colour issues; Worst camera quality gives colour issues,4 people found this helpful,Helpful,3,3 Comments
Karandeep,Slow performance,10 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Lots of issues including hanging and fingure lock accessibility.; Lots of issues including hanging and fingure lock accessibility.,,Helpful,2,2 Comments
Ramprasad,One plus 6t,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Camera is awesome and the battery life is good; Camera is awesome and the battery life is good,2 people found this helpful,Helpful,2,2 Comments
Shreyas deshmukh,For those who #NeverSettle,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,"Best phone !!!
In love with the fingerprint scanner and it's animation !
Battery lasts one day !
Industry leading camera with studio mode works fantastic !
Catchy display !
Fast like a flash !
Great Value for money !!!!!; Best phone !!!; In love with the fingerprint scanner and it's animation !; Battery lasts one day !; Industry leading camera with studio mode works fantastic !; Catchy display !; Fast like a flash !; Great Value for money !!!!!",12 people found this helpful,Helpful,2,2 Comments
Saeed Ansari,"Exuberance, an adjective for 6T.",4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Impressive at this price point. Only disappointment is absence 3.5 mm headphone jack. Had Oneplus supplied bullets headphone as default accessory, it would have been a complete package. Apple, learn from it, else your days are numbered.; Impressive at this price point. Only disappointment is absence 3.5 mm headphone jack. Had Oneplus supplied bullets headphone as default accessory, it would have been a complete package. Apple, learn from it, else your days are numbered.",16 people found this helpful,Helpful,2,2 Comments
